Tempo(s),PWM_Aplicado(%),RPM_M1_Bruto,RPM_M1_Filtrado
20.6850,60,256.41,264.80
20.6900,60,256.41,264.86
20.6950,60,282.05,264.73
20.7000,60,256.41,265.01
20.7050,60,256.41,265.02
20.7100,60,282.05,264.84
20.7150,60,256.41,265.08
20.7200,60,256.41,265.06
20.7250,60,282.05,264.86
20.7300,60,256.41,265.08
20.7350,60,256.41,265.05
20.7400,60,282.05,264.84
20.7450,60,256.41,265.07
20.7500,60,256.41,265.03
20.7550,60,282.05,264.83
20.7600,60,256.41,265.05
20.7650,60,256.41,265.02
20.7700,60,282.05,264.82
20.7750,60,256.41,265.04
20.7800,60,256.41,265.01
20.7850,60,256.41,264.30
20.7900,60,282.05,263.72
20.7950,60,256.41,263.80
20.8000,60,256.41,263.77
20.8050,60,256.41,263.15
20.8100,60,282.05,262.74
20.8150,60,256.41,262.99
20.8200,60,282.05,263.65
20.8250,60,256.41,264.53
20.8300,60,256.41,264.95
20.8350,60,256.41,264.54
20.8400,60,282.05,264.13
20.8450,60,256.41,264.28
20.8500,60,256.41,264.26
20.8550,60,282.05,264.13
20.8600,60,256.41,264.46
20.8650,60,256.41,264.54
20.8700,60,256.41,263.93
20.8750,60,282.05,263.46
20.8800,60,256.41,263.62
20.8850,60,256.41,263.65
20.8900,60,282.05,263.61
20.8950,60,256.41,264.04
20.9000,60,256.41,264.21
20.9050,60,282.05,264.21
20.9100,60,256.41,264.61
20.9150,60,256.41,264.73
20.9200,60,282.05,264.65
20.9250,60,256.41,264.97
20.9300,60,256.41,265.00
20.9350,60,282.05,264.84
20.9400,60,256.41,265.09
20.9450,60,256.41,265.07
20.9500,60,282.05,264.88
20.9550,60,256.41,265.11
20.9600,60,256.41,265.07
20.9650,60,256.41,264.35
20.9700,60,282.05,263.76
20.9750,60,256.41,263.83
20.9800,60,282.05,264.30
20.9850,60,256.41,265.00
20.9900,60,256.41,265.28
20.9950,60,256.41,264.74
21.0000,60,282.05,264.24
21.0050,70,256.41,264.32
21.0100,70,256.41,264.25
21.0150,70,282.05,264.10
21.0200,70,256.41,264.41
21.0250,70,256.41,264.48
21.0300,70,282.05,264.39
21.0350,70,282.05,265.24
21.0400,70,256.41,266.62
21.0450,70,256.41,267.20
21.0500,70,282.05,267.22
21.0550,70,282.05,267.91
21.0600,70,256.41,268.97
21.0650,70,282.05,269.67
21.0700,70,282.05,270.60
21.0750,70,256.41,271.61
21.0800,70,282.05,272.06
21.0850,70,282.05,272.63
21.0900,70,256.41,273.25
21.0950,70,282.05,273.32
21.1000,70,282.05,273.55
21.1050,70,282.05,274.38
21.1100,70,282.05,275.53
21.1150,70,256.41,276.28
21.1200,70,282.05,276.19
21.1250,70,282.05,276.09
21.1300,70,282.05,276.50
21.1350,70,282.05,277.21
21.1400,70,282.05,278.06
21.1450,70,282.05,278.92
21.1500,70,282.05,279.73
21.1550,70,282.05,280.43
21.1600,70,282.05,281.01
21.1650,70,282.05,281.47
21.1700,70,282.05,281.81
21.1750,70,282.05,282.04
21.1800,70,256.41,281.68
21.1850,70,307.69,280.96
21.1900,70,282.05,281.11
21.1950,70,282.05,281.79
21.2000,70,256.41,281.73
21.2050,70,307.69,281.21
21.2100,70,256.41,280.94
21.2150,70,307.69,280.85
21.2200,70,256.41,280.90
21.2250,70,307.69,281.02
21.2300,70,256.41,281.18
21.2350,70,307.69,281.35
21.2400,70,256.41,281.52
21.2450,70,307.69,281.67
21.2500,70,256.41,281.79
21.2550,70,307.69,281.90
21.2600,70,256.41,281.97
21.2650,70,307.69,282.03
21.2700,70,256.41,282.07
21.2750,70,307.69,282.09
21.2800,70,282.05,282.62
21.2850,70,282.05,283.42
21.2900,70,282.05,283.83
21.2950,70,282.05,283.95
21.3000,70,282.05,283.87
21.3050,70,282.05,283.68
21.3100,70,282.05,283.42
21.3150,70,282.05,283.15
21.3200,70,282.05,282.88
21.3250,70,282.05,282.65
21.3300,70,282.05,282.45
21.3350,70,282.05,282.29
21.3400,70,282.05,282.17
21.3450,70,282.05,282.08
21.3500,70,307.69,282.54
21.3550,70,282.05,283.82
21.3600,70,282.05,285.02
21.3650,70,282.05,285.55
21.3700,70,282.05,285.60
21.3750,70,282.05,285.36
21.3800,70,282.05,284.93
21.3850,70,307.69,284.94
21.3900,70,256.41,285.23
21.3950,70,307.69,285.16
21.4000,70,282.05,285.38
21.4050,70,282.05,285.77
21.4100,70,282.05,285.72
21.4150,70,282.05,285.40
21.4200,70,282.05,284.92
21.4250,70,282.05,284.38
21.4300,70,282.05,283.85
21.4350,70,282.05,283.36
21.4400,70,307.69,283.46
21.4450,70,282.05,284.44
21.4500,70,282.05,285.39
21.4550,70,282.05,285.73
21.4600,70,282.05,285.66
21.4650,70,282.05,285.32
21.4700,70,282.05,284.84
21.4750,70,282.05,284.31
21.4800,70,282.05,283.78
21.4850,70,307.69,283.83
21.4900,70,282.05,284.74
21.4950,70,282.05,285.62
21.5000,70,282.05,285.90
21.5050,70,282.05,285.77
21.5100,70,282.05,285.39
21.5150,70,282.05,284.88
21.5200,70,282.05,284.32
21.5250,70,282.05,283.78
21.5300,70,307.69,283.81
21.5350,70,282.05,284.72
21.5400,70,282.05,285.60
21.5450,70,282.05,285.88
21.5500,70,282.05,285.76
21.5550,70,282.05,285.38
21.5600,70,307.69,285.38
21.5650,70,282.05,286.15
21.5700,70,282.05,286.82
21.5750,70,282.05,286.87
21.5800,70,282.05,286.52
21.5850,70,282.05,285.93
21.5900,70,307.69,285.76
21.5950,70,282.05,286.38
21.6000,70,282.05,286.95
21.6050,70,282.05,286.92
21.6100,70,282.05,286.51
21.6150,70,282.05,285.88
21.6200,70,282.05,285.18
21.6250,70,307.69,284.99
21.6300,70,282.05,285.66
21.6350,70,282.05,286.32
21.6400,70,282.05,286.40
21.6450,70,282.05,286.10
21.6500,70,282.05,285.58
21.6550,70,282.05,284.97
21.6600,70,307.69,284.85
21.6650,70,282.05,285.58
21.6700,70,282.05,286.28
21.6750,70,282.05,286.39
21.6800,70,282.05,286.12
21.6850,70,282.05,285.61
21.6900,70,282.05,285.00
21.6950,70,282.05,284.37
21.7000,70,282.05,283.78
21.7050,70,307.69,283.78
21.7100,70,282.05,284.67
21.7150,70,282.05,285.55
21.7200,70,282.05,285.83
21.7250,70,282.05,285.70
21.7300,70,282.05,285.33
21.7350,70,282.05,284.83
21.7400,70,307.69,284.80
21.7450,70,282.05,285.59
21.7500,70,282.05,286.33
21.7550,70,282.05,286.45
21.7600,70,282.05,286.18
21.7650,70,307.69,286.19
21.7700,70,282.05,286.90
21.7750,70,282.05,287.47
21.7800,70,282.05,287.41
21.7850,70,282.05,286.94
21.7900,70,307.69,286.75
21.7950,70,282.05,287.29
21.8000,70,282.05,287.73
21.8050,70,282.05,287.55
21.8100,70,282.05,287.00
21.8150,70,282.05,286.25
21.8200,70,307.69,285.94
21.8250,70,282.05,286.46
21.8300,70,282.05,286.96
21.8350,70,282.05,286.88
21.8400,70,282.05,286.44
21.8450,70,282.05,285.81
21.8500,70,307.69,285.62
21.8550,70,282.05,286.24
21.8600,70,282.05,286.81
21.8650,70,282.05,286.80
21.8700,70,282.05,286.41
21.8750,70,282.05,285.81
21.8800,70,282.05,285.12
21.8850,70,307.69,284.95
21.8900,70,282.05,285.64
21.8950,70,282.05,286.30
21.9000,70,282.05,286.39
21.9050,70,282.05,286.10
21.9100,70,282.05,285.58
21.9150,70,282.05,284.97
21.9200,70,307.69,284.86
21.9250,70,282.05,285.59
21.9300,70,282.05,286.29
21.9350,70,282.05,286.40
21.9400,70,282.05,286.12
21.9450,70,307.69,286.13
21.9500,70,282.05,286.84
21.9550,70,282.05,287.42
21.9600,70,282.05,287.36
21.9650,70,282.05,286.90
21.9700,70,282.05,286.21
21.9750,70,282.05,285.44
21.9800,70,307.69,285.19
21.9850,70,282.05,285.80
21.9900,70,282.05,286.41
21.9950,70,282.05,286.45
22.0000,70,282.05,286.12
22.0050,70,307.69,286.10
22.0100,70,282.05,286.79
22.0150,70,282.05,287.37
22.0200,70,282.05,287.31
22.0250,70,282.05,286.85
22.0300,70,307.69,286.69
22.0350,70,282.05,287.24
22.0400,70,282.05,287.69
22.0450,70,282.05,287.53
22.0500,70,282.05,286.98
22.0550,70,282.05,286.24
22.0600,70,282.05,285.42
22.0650,70,307.69,285.14
22.0700,70,282.05,285.75
22.0750,70,282.05,286.35
22.0800,70,282.05,286.39
22.0850,70,282.05,286.07
22.0900,70,307.69,286.06
22.0950,70,282.05,286.76
22.1000,70,282.05,287.34
22.1050,70,282.05,287.29
22.1100,70,282.05,286.84
22.1150,70,282.05,286.16
22.1200,70,282.05,285.40
22.1250,70,307.69,285.16
22.1300,70,282.05,285.78
22.1350,70,282.05,286.40
22.1400,70,282.05,286.44
22.1450,70,282.05,286.12
22.1500,70,282.05,285.58
22.1550,70,282.05,284.96
22.1600,70,307.69,284.84
22.1650,70,282.05,285.57
22.1700,70,282.05,286.27
22.1750,70,282.05,286.38
22.1800,70,282.05,286.10
22.1850,70,307.69,286.11
22.1900,70,282.05,286.82
22.1950,70,282.05,287.41
22.2000,70,282.05,287.36
22.2050,70,282.05,286.90
22.2100,70,307.69,286.73
22.2150,70,282.05,287.27
22.2200,70,282.05,287.72
22.2250,70,282.05,287.55
22.2300,70,282.05,287.00
22.2350,70,307.69,286.76
22.2400,70,282.05,287.26
22.2450,70,282.05,287.68
22.2500,70,282.05,287.50
22.2550,70,282.05,286.94
22.2600,70,282.05,286.19
22.2650,70,307.69,285.89
22.2700,70,282.05,286.42
22.2750,70,282.05,286.93
22.2800,70,282.05,286.86
22.2850,70,282.05,286.43
22.2900,70,282.05,285.80
22.2950,70,282.05,285.10
22.3000,70,282.05,284.40
22.3050,70,307.69,284.28
22.3100,70,282.05,285.05
22.3150,70,282.05,285.82
22.3200,70,282.05,286.02
22.3250,70,282.05,285.82
22.3300,70,282.05,285.39
22.3350,70,282.05,284.85
22.3400,70,307.69,284.79
22.3450,70,282.05,285.56
22.3500,70,282.05,286.29
22.3550,70,282.05,286.42
22.3600,70,282.05,286.15
22.3650,70,307.69,286.16
22.3700,70,282.05,286.87
22.3750,70,282.05,287.45
22.3800,70,282.05,287.39
22.3850,70,282.05,286.92
22.3900,70,307.69,286.75
22.3950,70,282.05,287.29
22.4000,70,282.05,287.73
22.4050,70,282.05,287.55
22.4100,70,282.05,287.00
22.4150,70,282.05,286.25
22.4200,70,307.69,285.94
22.4250,70,282.05,286.46
22.4300,70,282.05,286.96
22.4350,70,282.05,286.88
22.4400,70,307.69,286.96
22.4450,70,282.05,287.65
22.4500,70,282.05,288.15
22.4550,70,282.05,287.98
22.4600,70,282.05,287.40
22.4650,70,282.05,286.60
22.4700,70,282.05,285.72
22.4750,70,307.69,285.37
22.4800,70,282.05,285.91
22.4850,70,282.05,286.47
22.4900,70,282.05,286.47
22.4950,70,282.05,286.11
22.5000,70,282.05,285.56
22.5050,70,282.05,284.92
22.5100,70,307.69,284.80
22.5150,70,282.05,285.53
22.5200,70,282.05,286.23
22.5250,70,282.05,286.35
22.5300,70,282.05,286.08
22.5350,70,282.05,285.58
22.5400,70,282.05,284.98
22.5450,70,307.69,284.87
22.5500,70,282.05,285.61
22.5550,70,282.05,286.31
22.5600,70,282.05,286.41
22.5650,70,282.05,286.13
22.5700,70,307.69,286.14
22.5750,70,282.05,286.85
22.5800,70,282.05,287.43
22.5850,70,282.05,287.37
22.5900,70,282.05,286.90
22.5950,70,307.69,286.73
22.6000,70,282.05,287.27
22.6050,70,282.05,287.72
22.6100,70,282.05,287.55
22.6150,70,282.05,287.00
22.6200,70,307.69,286.76
22.6250,70,282.05,287.26
22.6300,70,282.05,287.68
22.6350,70,282.05,287.49
22.6400,70,282.05,286.94
22.6450,70,307.69,286.70
22.6500,70,282.05,287.21
22.6550,70,282.05,287.64
22.6600,70,282.05,287.46
22.6650,70,282.05,286.91
22.6700,70,282.05,286.17
22.6750,70,282.05,285.36
22.6800,70,307.69,285.10
22.6850,70,282.05,285.71
22.6900,70,282.05,286.32
22.6950,70,282.05,286.37
22.7000,70,282.05,286.06
22.7050,70,307.69,286.05
22.7100,70,282.05,286.75
22.7150,70,282.05,287.34
22.7200,70,282.05,287.29
22.7250,70,282.05,286.84
22.7300,70,282.05,286.17
22.7350,70,282.05,285.40
22.7400,70,307.69,285.16
22.7450,70,282.05,285.78
22.7500,70,282.05,286.40
22.7550,70,282.05,286.44
22.7600,70,282.05,286.12
22.7650,70,282.05,285.59
22.7700,70,282.05,284.96
22.7750,70,307.69,284.84
22.7800,70,282.05,285.57
22.7850,70,282.05,286.27
22.7900,70,282.05,286.38
22.7950,70,282.05,286.10
22.8000,70,307.69,286.11
22.8050,70,282.05,286.82
22.8100,70,282.05,287.41
22.8150,70,282.05,287.36
22.8200,70,282.05,286.90
22.8250,70,307.69,286.73
22.8300,70,282.05,287.27
22.8350,70,282.05,287.72
22.8400,70,282.05,287.55
22.8450,70,282.05,287.00
22.8500,70,307.69,286.76
22.8550,70,282.05,287.26
22.8600,70,282.05,287.68
22.8650,70,282.05,287.50
22.8700,70,282.05,286.94
22.8750,70,307.69,286.71
22.8800,70,282.05,287.21
22.8850,70,282.05,287.64
22.8900,70,282.05,287.46
22.8950,70,282.05,286.91
22.9000,70,307.69,286.69
22.9050,70,282.05,287.20
22.9100,70,282.05,287.63
22.9150,70,282.05,287.46
22.9200,70,282.05,286.91
22.9250,70,282.05,286.17
22.9300,70,282.05,285.37
22.9350,70,307.69,285.10
22.9400,70,282.05,285.71
22.9450,70,282.05,286.33
22.9500,70,282.05,286.38
22.9550,70,282.05,286.06
22.9600,70,307.69,286.05
22.9650,70,282.05,286.75
22.9700,70,282.05,287.34
22.9750,70,282.05,287.29
22.9800,70,282.05,286.84
22.9850,70,307.69,286.68
22.9900,70,282.05,287.24
22.9950,70,282.05,287.69
23.0000,70,282.05,287.53
23.0050,70,282.05,286.99
23.0100,70,282.05,286.24
23.0150,70,307.69,285.94
23.0200,70,282.05,286.47
23.0250,70,282.05,286.96
23.0300,70,282.05,286.89
23.0350,70,307.69,286.97
23.0400,70,282.05,287.65
23.0450,70,282.05,288.16
23.0500,70,282.05,287.99
23.0550,70,282.05,287.40
23.0600,70,307.69,287.11
23.0650,70,282.05,287.55
23.0700,70,282.05,287.91
23.0750,70,282.05,287.66
23.0800,70,282.05,287.06
23.0850,70,307.69,286.78
23.0900,70,282.05,287.25
23.0950,70,282.05,287.65
23.1000,70,282.05,287.46
23.1050,70,282.05,286.90
23.1100,70,307.69,286.67
23.1150,70,282.05,287.18
23.1200,70,282.05,287.61
23.1250,70,282.05,287.44
23.1300,70,282.05,286.90
23.1350,70,282.05,286.16
23.1400,70,282.05,285.36
23.1450,70,307.69,285.09
23.1500,70,282.05,285.71
23.1550,70,282.05,286.32
23.1600,70,282.05,286.37
23.1650,70,282.05,286.06
23.1700,70,307.69,286.05
23.1750,70,282.05,286.76
23.1800,70,282.05,287.34
23.1850,70,282.05,287.30
23.1900,70,282.05,286.84
23.1950,70,282.05,286.17
23.2000,70,282.05,285.40
23.2050,70,307.69,285.16
23.2100,70,282.05,285.78
23.2150,70,282.05,286.40
23.2200,70,282.05,286.44
23.2250,70,307.69,286.64
23.2300,70,282.05,287.42
23.2350,70,282.05,288.01
23.2400,70,282.05,287.90
23.2450,70,282.05,287.37
23.2500,70,307.69,287.11
23.2550,70,282.05,287.57
23.2600,70,282.05,287.94
23.2650,70,282.05,287.70
23.2700,70,282.05,287.09
23.2750,70,307.69,286.81
23.2800,70,282.05,287.28
23.2850,70,282.05,287.68
23.2900,70,282.05,287.48
23.2950,70,307.69,287.43
23.3000,70,282.05,288.00
23.3050,70,282.05,288.40
23.3100,70,282.05,288.15
23.3150,70,282.05,287.49
23.3200,70,282.05,286.64
23.3250,70,282.05,285.72
23.3300,70,307.69,285.35
23.3350,70,282.05,285.88
23.3400,70,282.05,286.43
23.3450,70,282.05,286.43
23.3500,70,282.05,286.07
23.3550,70,307.69,286.04
23.3600,70,282.05,286.73
23.3650,70,282.05,287.31
23.3700,70,282.05,287.26
23.3750,70,282.05,286.81
23.3800,70,282.05,286.14
23.3850,70,307.69,285.89
23.3900,70,282.05,286.46
23.3950,70,282.05,286.98
23.4000,70,282.05,286.92
23.4050,70,282.05,286.49
23.4100,70,282.05,285.86
23.4150,70,307.69,285.66
23.4200,70,282.05,286.28
23.4250,70,282.05,286.85
23.4300,70,282.05,286.83
23.4350,70,282.05,286.43
23.4400,70,307.69,286.34
23.4450,70,282.05,286.97
23.4500,70,282.05,287.49
23.4550,70,282.05,287.39
23.4600,70,282.05,286.89
23.4650,70,307.69,286.70
23.4700,70,282.05,287.24
23.4750,70,282.05,287.68
23.4800,70,282.05,287.51
23.4850,70,307.69,287.48
23.4900,70,282.05,288.05
23.4950,70,282.05,288.45
23.5000,70,282.05,288.19
23.5050,70,282.05,287.54
23.5100,70,307.69,287.19
23.5150,70,282.05,287.58
23.5200,70,282.05,287.91
23.5250,70,282.05,287.64
23.5300,70,282.05,287.03
23.5350,70,282.05,286.23
23.5400,70,307.69,285.90
23.5450,70,282.05,286.41
23.5500,70,282.05,286.90
23.5550,70,282.05,286.82
23.5600,70,282.05,286.39
23.5650,70,282.05,285.77
23.5700,70,307.69,285.58
23.5750,70,282.05,286.21
23.5800,70,282.05,286.79
23.5850,70,282.05,286.79
23.5900,70,282.05,286.40
23.5950,70,282.05,285.81
23.6000,70,282.05,285.12
23.6050,70,282.05,284.44
23.6100,70,307.69,284.32
23.6150,70,282.05,285.09
23.6200,70,282.05,285.86
23.6250,70,282.05,286.05
23.6300,70,282.05,285.84
23.6350,70,307.69,285.92
23.6400,70,282.05,286.70
23.6450,70,282.05,287.33
23.6500,70,282.05,287.32
23.6550,70,282.05,286.88
23.6600,70,307.69,286.73
23.6650,70,282.05,287.29
23.6700,70,282.05,287.74
23.6750,70,307.69,288.09
23.6800,70,282.05,288.86
23.6850,70,282.05,289.32
23.6900,70,282.05,289.03
23.6950,70,282.05,288.28
23.7000,70,307.69,287.82
23.7050,70,282.05,288.09
23.7100,70,282.05,288.29
23.7150,70,282.05,287.92
23.7200,70,282.05,287.21
23.7250,70,282.05,286.34
23.7300,70,282.05,285.44
23.7350,70,307.69,285.10
23.7400,70,282.05,285.67
23.7450,70,282.05,286.26
23.7500,70,282.05,286.30
23.7550,70,282.05,285.99
23.7600,70,307.69,285.98
23.7650,70,282.05,286.69
23.7700,70,282.05,287.29
23.7750,70,282.05,287.25
23.7800,70,282.05,286.81
23.7850,70,307.69,286.66
23.7900,70,282.05,287.22
23.7950,70,282.05,287.69
23.8000,70,282.05,287.53
23.8050,70,282.05,286.99
23.8100,70,282.05,286.24
23.8150,70,282.05,285.43
23.8200,70,307.69,285.15
23.8250,70,282.05,285.75
23.8300,70,282.05,286.36
23.8350,70,282.05,286.40
23.8400,70,282.05,286.08
23.8450,70,307.69,286.06
23.8500,70,282.05,286.76
23.8550,70,282.05,287.34
23.8600,70,282.05,287.29
23.8650,70,307.69,287.35
23.8700,70,282.05,288.00
23.8750,70,282.05,288.45
23.8800,70,282.05,288.22
23.8850,70,282.05,287.58
23.8900,70,307.69,287.24
23.8950,70,282.05,287.64
23.9000,70,282.05,287.96
23.9050,70,282.05,287.69
23.9100,70,307.69,287.58
23.9150,70,282.05,288.09
23.9200,70,282.05,288.45
23.9250,70,282.05,288.17
23.9300,70,282.05,287.50
23.9350,70,307.69,287.14
23.9400,70,282.05,287.54
23.9450,70,282.05,287.86
23.9500,70,282.05,287.61
23.9550,70,282.05,286.99
23.9600,70,282.05,286.21
23.9650,70,307.69,285.88
23.9700,70,282.05,286.39
23.9750,70,282.05,286.89
23.9800,70,282.05,286.82
23.9850,70,282.05,286.39
23.9900,70,282.05,285.77
23.9950,70,307.69,285.58
24.0000,70,282.05,286.21
24.0050,80,282.05,286.80
24.0100,80,282.05,286.79
24.0150,80,282.05,286.40
24.0200,80,307.69,286.32
24.0250,80,282.05,286.96
24.0300,80,282.05,287.48
24.0350,80,307.69,287.90
24.0400,80,282.05,288.73
24.0450,80,282.05,289.24
24.0500,80,307.69,289.50
24.0550,80,282.05,290.10
24.0600,80,307.69,290.87
24.0650,80,282.05,291.69
24.0700,80,307.69,292.46
24.0750,80,282.05,293.16
24.0800,80,307.69,293.74
24.0850,80,307.69,294.72
24.0900,80,282.05,295.87
24.0950,80,307.69,296.53
24.1000,80,307.69,297.34
24.1050,80,282.05,298.17
24.1100,80,307.69,298.44
24.1150,80,282.05,298.33
24.1200,80,307.69,297.98
24.1250,80,307.69,298.02
24.1300,80,282.05,298.31
24.1350,80,307.69,298.21
24.1400,80,307.69,298.40
24.1450,80,282.05,298.75
24.1500,80,307.69,298.67
24.1550,80,307.69,298.82
24.1600,80,282.05,299.12
24.1650,80,307.69,298.97
24.1700,80,307.69,299.06
24.1750,80,307.69,299.81
24.1800,80,282.05,300.41
24.1850,80,307.69,300.35
24.1900,80,307.69,300.38
24.1950,80,307.69,301.00
24.2000,80,282.05,301.41
24.2050,80,307.69,301.15
24.2100,80,307.69,300.99
24.2150,80,282.05,300.92
24.2200,80,307.69,300.38
24.2250,80,307.69,300.11
24.2300,80,307.69,300.55
24.2350,80,307.69,301.40
24.2400,80,282.05,301.94
24.2450,80,307.69,301.72
24.2500,80,307.69,301.54
24.2550,80,307.69,301.92
24.2600,80,307.69,302.63
24.2650,80,282.05,302.97
24.2700,80,307.69,302.54
24.2750,80,307.69,302.17
24.2800,80,307.69,302.37
24.2850,80,307.69,302.93
24.2900,80,307.69,303.67
24.2950,80,282.05,303.95
24.3000,80,307.69,303.40
24.3050,80,307.69,302.88
24.3100,80,307.69,302.93
24.3150,80,282.05,302.83
24.3200,80,307.69,302.13
24.3250,80,307.69,301.61
24.3300,80,307.69,301.77
24.3350,80,307.69,302.34
24.3400,80,307.69,303.14
24.3450,80,282.05,303.50
24.3500,80,307.69,303.04
24.3550,80,307.69,302.61
24.3600,80,307.69,302.74
24.3650,80,307.69,303.22
24.3700,80,282.05,303.37
24.3750,80,307.69,302.78
24.3800,80,307.69,302.29
24.3850,80,307.69,302.40
24.3900,80,307.69,302.90
24.3950,80,282.05,303.09
24.4000,80,307.69,302.56
24.4050,80,307.69,302.11
24.4100,80,307.69,302.27
24.4150,80,307.69,302.81
24.4200,80,282.05,303.03
24.4250,80,307.69,302.52
24.4300,80,307.69,302.09
24.4350,80,307.69,302.27
24.4400,80,307.69,302.82
24.4450,80,307.69,303.56
24.4500,80,307.69,304.37
24.4550,80,282.05,304.64
24.4600,80,307.69,304.03
24.4650,80,307.69,303.42
24.4700,80,307.69,303.37
24.4750,80,307.69,303.68
24.4800,80,282.05,303.69
24.4850,80,307.69,302.99
24.4900,80,307.69,302.40
24.4950,80,307.69,302.45
24.5000,80,307.69,302.90
24.5050,80,307.69,303.58
24.5100,80,307.69,304.34
24.5150,80,307.69,305.10
24.5200,80,282.05,305.28
24.5250,80,307.69,304.56
24.5300,80,307.69,303.83
24.5350,80,307.69,303.68
24.5400,80,307.69,303.90
24.5450,80,307.69,304.35
24.5500,80,282.05,304.39
24.5550,80,307.69,303.65
24.5600,80,307.69,302.99
24.5650,80,307.69,302.94
24.5700,80,307.69,303.29
24.5750,80,307.69,303.87
24.5800,80,282.05,304.03
24.5850,80,307.69,303.40
24.5900,80,307.69,302.83
24.5950,80,307.69,302.85
24.6000,80,307.69,303.25
24.6050,80,282.05,303.35
24.6100,80,307.69,302.74
24.6150,80,307.69,302.22
24.6200,80,307.69,302.33
24.6250,80,307.69,302.84
24.6300,80,307.69,303.55
24.6350,80,282.05,303.82
24.6400,80,307.69,303.28
24.6450,80,307.69,302.77
24.6500,80,307.69,302.84
24.6550,80,307.69,303.27
24.6600,80,307.69,303.91
24.6650,80,307.69,304.62
24.6700,80,282.05,304.81
24.6750,80,307.69,304.13
24.6800,80,307.69,303.46
24.6850,80,307.69,303.38
24.6900,80,307.69,303.67
24.6950,80,307.69,304.18
24.7000,80,307.69,304.79
24.7050,80,307.69,305.41
24.7100,80,282.05,305.48
24.7150,80,307.69,304.67
24.7200,80,307.69,303.88
24.7250,80,307.69,303.68
24.7300,80,307.69,303.87
24.7350,80,307.69,304.30
24.7400,80,282.05,304.34
24.7450,80,307.69,303.60
24.7500,80,307.69,302.94
24.7550,80,307.69,302.90
24.7600,80,307.69,303.26
24.7650,80,307.69,303.84
24.7700,80,307.69,304.53
24.7750,80,282.05,304.71
24.7800,80,307.69,304.03
24.7850,80,307.69,303.38
24.7900,80,307.69,303.30
24.7950,80,282.05,303.10
24.8000,80,307.69,302.30
24.8050,80,307.69,301.71
24.8100,80,307.69,301.81
24.8150,80,307.69,302.35
24.8200,80,307.69,303.12
24.8250,80,307.69,303.99
24.8300,80,282.05,304.32
24.8350,80,307.69,303.78
24.8400,80,307.69,303.23
24.8450,80,307.69,303.24
24.8500,80,307.69,303.60
24.8550,80,307.69,304.16
24.8600,80,282.05,304.29
24.8650,80,307.69,303.61
24.8700,80,307.69,302.99
24.8750,80,307.69,302.97
24.8800,80,307.69,303.34
24.8850,80,307.69,303.93
24.8900,80,307.69,304.60
24.8950,80,282.05,304.77
24.9000,80,307.69,304.08
24.9050,80,307.69,303.42
24.9100,80,307.69,303.33
24.9150,80,307.69,303.63
24.9200,80,307.69,304.15
24.9250,80,307.69,304.76
24.9300,80,282.05,304.88
24.9350,80,307.69,304.15
24.9400,80,307.69,303.45
24.9450,80,307.69,303.34
24.9500,80,307.69,303.62
24.9550,80,307.69,304.13
24.9600,80,307.69,304.74
24.9650,80,282.05,304.86
24.9700,80,307.69,304.13
24.9750,80,307.69,303.43
24.9800,80,307.69,303.33
24.9850,80,307.69,303.61
24.9900,80,282.05,303.61
24.9950,80,307.69,302.90
25.0000,80,307.69,302.32
25.0050,80,307.69,302.38
25.0100,80,307.69,302.84
25.0150,80,307.69,303.53
25.0200,80,307.69,304.30
25.0250,80,282.05,304.56
25.0300,80,307.69,303.94
25.0350,80,307.69,303.34
25.0400,80,307.69,303.30
25.0450,80,307.69,303.62
25.0500,80,307.69,304.16
25.0550,80,282.05,304.27
25.0600,80,307.69,303.59
25.0650,80,307.69,302.97
25.0700,80,307.69,302.95
25.0750,80,307.69,303.32
25.0800,80,307.69,303.90
25.0850,80,307.69,304.58
25.0900,80,307.69,305.27
25.0950,80,307.69,305.91
25.1000,80,282.05,305.94
25.1050,80,307.69,305.08
25.1100,80,307.69,304.22
25.1150,80,307.69,303.94
25.1200,80,307.69,304.07
25.1250,80,282.05,303.93
25.1300,80,307.69,303.11
25.1350,80,307.69,302.44
25.1400,80,307.69,302.43
25.1450,80,307.69,302.84
25.1500,80,307.69,303.50
25.1550,80,307.69,304.26
25.1600,80,282.05,304.51
25.1650,80,307.69,303.89
25.1700,80,307.69,303.29
25.1750,80,307.69,303.25
25.1800,80,307.69,303.59
25.1850,80,282.05,303.62
25.1900,80,307.69,302.93
25.1950,80,307.69,302.36
25.2000,80,307.69,302.42
25.2050,80,307.69,302.89
25.2100,80,307.69,303.57
25.2150,80,307.69,304.34
25.2200,80,282.05,304.59
25.2250,80,307.69,303.97
25.2300,80,307.69,303.35
25.2350,80,307.69,303.31
25.2400,80,307.69,303.63
25.2450,80,307.69,304.16
25.2500,80,282.05,304.27
25.2550,80,307.69,303.59
25.2600,80,307.69,302.97
25.2650,80,307.69,302.95
25.2700,80,307.69,303.31
25.2750,80,307.69,303.90
25.2800,80,307.69,304.58
25.2850,80,307.69,305.27
25.2900,80,307.69,305.90
25.2950,80,282.05,305.94
25.3000,80,307.69,305.07
25.3050,80,307.69,304.21
25.3100,80,307.69,303.94
25.3150,80,307.69,304.07
25.3200,80,307.69,304.44
25.3250,80,282.05,304.43
25.3300,80,307.69,303.65
