Tempo(s),PWM_Aplicado(%),RPM_M1_Raw,RPM_M1_Raw_Filt
10.4800,89,307.6900,316.4502
10.4850,89,333.3300,316.6691
10.4900,89,307.6900,316.8699
10.4950,89,307.6900,317.0458
10.5000,89,333.3300,317.1785
10.5050,89,307.6900,317.2362
10.5100,89,333.3300,317.2050
10.5150,89,307.6900,317.1043
10.5200,89,307.6900,316.9712
10.5250,89,333.3300,316.8285
10.5300,89,307.6900,316.6866
10.5350,89,307.6900,316.5606
10.5400,89,333.3300,316.4554
10.5450,89,307.6900,316.3676
10.5500,89,307.6900,316.3019
10.5550,89,333.3300,316.2562
10.5600,89,307.6900,316.2226
10.5650,89,307.6900,316.2032
10.5700,89,333.3300,316.1953
10.5750,89,307.6900,316.1908
10.5800,89,307.6900,316.1927
10.5850,89,333.3300,316.1993
10.5900,89,307.6900,316.2038
10.5950,89,307.6900,316.2105
10.6000,89,333.3300,316.2187
10.6050,89,307.6900,316.2226
10.6100,89,307.6900,316.2273
10.6150,89,333.3300,316.2328
10.6200,89,307.6900,316.2336
10.6250,89,307.6900,316.2351
10.6300,89,333.3300,316.2374
10.6350,89,307.6900,316.2353
10.6400,89,307.6900,316.2341
10.6450,89,333.3300,316.2341
10.6500,89,307.6900,316.2299
10.6550,89,307.6900,316.2271
10.6600,89,333.3300,316.2259
10.6650,89,307.6900,316.2213
10.6700,89,307.6900,316.2191
10.6750,89,333.3300,316.2199
10.6800,89,307.6900,316.2191
10.6850,89,307.6900,316.2230
10.6900,89,333.3300,316.2327
10.6950,89,307.6900,316.2439
10.7000,89,307.6900,316.2633
10.7050,89,333.3300,316.2920
10.7100,89,307.6900,316.3254
10.7150,89,307.6900,316.3692
10.7200,89,333.3300,316.4225
10.7250,89,307.6900,316.4778
10.7300,89,307.6900,316.5366
10.7350,89,333.3300,316.5925
10.7400,89,307.6900,316.6306
10.7450,89,307.6900,316.6433
10.7500,89,333.3300,316.6139
10.7550,89,307.6900,316.5164
10.7600,89,333.3300,316.3481
10.7650,89,307.6900,316.1471
10.7700,89,307.6900,315.9771
10.7750,89,307.6900,315.8813
10.7800,89,333.3300,315.8512
10.7850,89,307.6900,315.8602
10.7900,89,307.6900,315.8962
10.7950,89,333.3300,315.9450
10.8000,89,307.6900,315.9908
10.8050,89,307.6900,316.0313
10.8100,89,333.3300,316.0614
10.8150,89,307.6900,316.0726
10.8200,89,307.6900,316.0692
10.8250,89,333.3300,316.0517
10.8300,89,307.6900,316.0171
10.8350,89,307.6900,315.9750
10.8400,89,333.3300,315.9319
10.8450,89,307.6900,315.8917
10.8500,89,307.6900,315.8719
10.8550,89,333.3300,315.8880
10.8600,89,307.6900,315.9538
10.8650,89,307.6900,316.0969
10.8700,89,307.6900,316.3260
10.8750,89,333.3300,316.5970
10.8800,89,307.6900,316.8431
10.8850,89,333.3300,317.0211
10.8900,89,307.6900,317.1247
10.8950,89,307.6900,317.1672
10.9000,89,333.3300,317.1478
10.9050,89,307.6900,317.0514
10.9100,89,333.3300,316.8809
10.9150,89,307.6900,316.6743
10.9200,89,307.6900,316.4903
10.9250,89,307.6900,316.3616
10.9300,89,333.3300,316.2641
10.9350,89,307.6900,316.1510
10.9400,89,333.3300,316.0021
10.9450,89,307.6900,315.8414
10.9500,89,307.6900,315.7219
10.9550,89,307.6900,315.6790
10.9600,89,333.3300,315.6993
10.9650,89,307.6900,315.7531
10.9700,89,307.6900,315.8264
10.9750,89,333.3300,315.9051
10.9800,89,307.6900,315.9734
10.9850,89,307.6900,316.0300
10.9900,89,333.3300,316.0705
10.9950,89,307.6900,316.0877
11.0000,89,307.6900,316.0867
11.0050,89,333.3300,316.0689
11.0100,89,307.6900,316.0319
11.0150,89,307.6900,315.9859
11.0200,89,333.3300,315.9376
11.0250,89,307.6900,315.8912
11.0300,89,307.6900,315.8644
11.0350,89,333.3300,315.8729
11.0400,89,307.6900,315.9308
11.0450,89,307.6900,316.0662
11.0500,89,307.6900,316.2883
11.0550,89,333.3300,316.5541
11.0600,89,307.6900,316.7982
11.0650,89,333.3300,316.9789
11.0700,89,307.6900,317.0924
11.0750,89,307.6900,317.1544
11.0800,89,333.3300,317.1669
11.0850,89,307.6900,317.1179
11.0900,89,333.3300,317.0127
11.0950,89,307.6900,316.8914
11.1000,89,307.6900,316.8130
11.1050,89,307.6900,316.8085
11.1100,89,333.3300,316.8486
11.1150,89,307.6900,316.8767
11.1200,89,333.3300,316.8571
11.1250,89,307.6900,316.7907
11.1300,89,307.6900,316.6995
11.1350,89,333.3300,316.5943
11.1400,89,307.6900,316.4763
11.1450,89,307.6900,316.3538
11.1500,89,333.3300,316.2273
11.1550,89,307.6900,316.0908
11.1600,89,307.6900,315.9490
11.1650,89,333.3300,315.8032
11.1700,89,307.6900,315.6517
11.1750,89,307.6900,315.5082
11.1800,89,333.3300,315.3870
11.1850,89,307.6900,315.3040
11.1900,89,307.6900,315.2942
11.1950,89,307.6900,315.3804
11.2000,89,333.3300,315.5403
11.2050,89,307.6900,315.7387
11.2100,89,307.6900,315.9576
11.2150,89,333.3300,316.1788
11.2200,89,307.6900,316.3814
11.2250,89,307.6900,316.5559
11.2300,89,333.3300,316.6863
11.2350,89,307.6900,316.7480
11.2400,89,333.3300,316.7393
11.2450,89,307.6900,316.6965
11.2500,89,307.6900,316.6779
11.2550,89,307.6900,316.7159
11.2600,89,333.3300,316.7840
11.2650,89,307.6900,316.8294
11.2700,89,333.3300,316.8209
11.2750,89,307.6900,316.7643
11.2800,89,307.6900,316.6870
11.2850,89,333.3300,316.6055
11.2900,89,307.6900,316.5267
11.2950,89,307.6900,316.4643
11.3000,89,333.3300,316.4236
11.3050,89,307.6900,316.4025
11.3100,89,307.6900,316.4071
11.3150,89,333.3300,316.4368
11.3200,89,307.6900,316.4837
11.3250,89,307.6900,316.5482
11.3300,89,333.3300,316.6232
11.3350,89,307.6900,316.6929
11.3400,89,307.6900,316.7482
11.3450,89,333.3300,316.7702
11.3500,89,307.6900,316.7299
11.3550,89,333.3300,316.6197
11.3600,89,307.6900,316.4708
11.3650,89,307.6900,316.3372
11.3700,89,307.6900,316.2493
11.3750,89,333.3300,316.1824
11.3800,89,307.6900,316.0900
11.3850,89,333.3300,315.9533
11.3900,89,307.6900,315.7979
11.3950,89,307.6900,315.6797
11.4000,89,307.6900,315.6368
11.4050,89,333.3300,315.6593
11.4100,89,307.6900,315.7209
11.4150,89,307.6900,315.8123
11.4200,89,333.3300,315.9234
11.4250,89,307.6900,316.0431
11.4300,89,307.6900,316.1741
11.4350,89,333.3300,316.3157
11.4400,89,307.6900,316.4623
11.4450,89,307.6900,316.6182
11.4500,89,333.3300,316.7801
11.4550,89,307.6900,316.9355
11.4600,89,307.6900,317.0771
11.4650,89,333.3300,317.1853
11.4700,89,307.6900,317.2268
11.4750,89,333.3300,317.1860
11.4800,89,307.6900,317.0809
11.4850,89,307.6900,316.9469
11.4900,89,333.3300,316.8057
11.4950,89,307.6900,316.6668
11.5000,89,307.6900,316.5443
11.5050,89,333.3300,316.4428
11.5100,89,307.6900,316.3583
11.5150,89,307.6900,316.2953
11.5200,89,333.3300,316.2516
11.5250,89,307.6900,316.2189
11.5300,89,307.6900,316.1997
11.5350,89,333.3300,316.1908
11.5400,89,307.6900,316.1844
11.5450,89,307.6900,316.1837
11.5500,89,333.3300,316.1868
11.5550,89,307.6900,316.1873
11.5600,89,307.6900,316.1899
11.5650,89,333.3300,316.1945
11.5700,89,307.6900,316.1959
11.5750,89,307.6900,316.2002
11.5800,89,333.3300,316.2086
11.5850,89,307.6900,316.2171
11.5900,89,307.6900,316.2329
11.5950,89,333.3300,316.2579
11.6000,89,307.6900,316.2887
11.6050,89,307.6900,316.3322
11.6100,89,333.3300,316.3895
11.6150,89,307.6900,316.4554
11.6200,89,307.6900,316.5336
11.6250,89,333.3300,316.6203
11.6300,89,307.6900,316.7033
11.6350,89,307.6900,316.7774
11.6400,89,333.3300,316.8272
11.6450,89,307.6900,316.8267
11.6500,89,333.3300,316.7710
11.6550,89,307.6900,316.6927
11.6600,89,307.6900,316.6459
11.6650,89,307.6900,316.6585
11.6700,89,333.3300,316.7001
11.6750,89,307.6900,316.7146
11.6800,89,333.3300,316.6681
11.6850,89,307.6900,316.5653
11.6900,89,307.6900,316.4337
11.6950,89,333.3300,316.2922
11.7000,89,307.6900,316.1525
11.7050,89,307.6900,316.0363
11.7100,89,333.3300,315.9609
11.7150,89,307.6900,315.9398
11.7200,89,307.6900,315.9999
11.7250,89,307.6900,316.1491
11.7300,89,333.3300,316.3436
11.7350,89,307.6900,316.5186
11.7400,89,333.3300,316.6353
11.7450,89,307.6900,316.6953
11.7500,89,307.6900,316.7234
11.7550,89,333.3300,316.7345
11.7600,89,307.6900,316.7334
11.7650,89,307.6900,316.7307
11.7700,89,333.3300,316.7265
11.7750,89,307.6900,316.7107
11.7800,89,307.6900,316.6791
11.7850,89,333.3300,316.6172
11.7900,89,307.6900,316.5011
11.7950,89,333.3300,316.3302
11.8000,89,307.6900,316.1443
11.8050,89,307.6900,316.0094
11.8100,89,307.6900,315.9705
11.8150,89,333.3300,316.0209
11.8200,89,307.6900,316.1345
11.8250,89,307.6900,316.2977
11.8300,89,333.3300,316.4924
11.8350,89,307.6900,316.6944
11.8400,89,307.6900,316.8876
11.8450,89,333.3300,317.0460
11.8500,89,307.6900,317.1317
11.8550,89,333.3300,317.1261
11.8600,89,307.6900,317.0448
11.8650,89,307.6900,316.9221
11.8700,89,333.3300,316.7786
11.8750,89,307.6900,316.6229
11.8800,89,307.6900,316.4690
11.8850,89,333.3300,316.3216
11.8900,89,307.6900,316.1776
11.8950,89,307.6900,316.0438
11.9000,89,333.3300,315.9222
11.9050,89,307.6900,315.8114
11.9100,89,307.6900,315.7236
11.9150,89,333.3300,315.6700
11.9200,89,307.6900,315.6613
11.9250,89,307.6900,315.7246
11.9300,89,307.6900,315.8708
11.9350,89,333.3300,316.0616
11.9400,89,307.6900,316.2411
11.9450,89,333.3300,316.3817
11.9500,89,307.6900,316.4992
11.9550,89,307.6900,316.6347
11.9600,89,307.6900,316.8053
11.9650,89,333.3300,316.9700
11.9700,89,307.6900,317.0607
11.9750,89,333.3300,317.0292
11.9800,89,307.6900,316.8625
11.9850,89,307.6900,316.5672
11.9900,89,307.6900,316.1228
11.9950,89,333.3300,315.4526
12.0000,26,307.6900,314.4604
12.0050,26,333.3300,313.0866
12.0100,26,307.6900,311.3343
12.0150,26,307.6900,309.2671
12.0200,26,307.6900,306.9781
12.0250,26,307.6900,304.5616
12.0300,26,282.0500,302.1038
12.0350,26,307.6900,299.6577
12.0400,26,282.0500,297.2201
12.0450,26,307.6900,294.7392
12.0500,26,307.6900,292.1560
12.0550,26,282.0500,289.4617
12.0600,26,282.0500,286.7077
12.0650,26,282.0500,283.9516
12.0700,26,282.0500,281.2204
12.0750,26,282.0500,278.5218
12.0800,26,282.0500,275.8717
12.0850,26,256.4100,273.3050
12.0900,26,282.0500,270.8541
12.0950,26,256.4100,268.5256
12.1000,26,282.0500,266.3095
12.1050,26,256.4100,264.2021
12.1100,26,256.4100,262.2124
12.1150,26,256.4100,260.3351
12.1200,26,256.4100,258.5219
12.1250,26,282.0500,256.7009
12.1300,26,230.7700,254.8271
12.1350,26,256.4100,252.8856
12.1400,26,256.4100,250.8450
12.1450,26,256.4100,248.6618
12.1500,26,256.4100,246.3331
12.1550,26,230.7700,243.9182
12.1600,26,230.7700,241.4982
12.1650,26,256.4100,239.1181
12.1700,26,230.7700,236.7957
12.1750,26,230.7700,234.5612
12.1800,26,230.7700,232.4483
12.1850,26,230.7700,230.4678
12.1900,26,230.7700,228.6132
12.1950,26,230.7700,226.8803
12.2000,26,205.1300,225.2699
12.2050,26,230.7700,223.7569
12.2100,26,230.7700,222.2741
12.2150,26,230.7700,220.7604
12.2200,26,205.1300,219.2079
12.2250,26,230.7700,217.6455
12.2300,26,205.1300,216.1052
12.2350,26,205.1300,214.6060
12.2400,26,230.7700,213.1368
12.2450,26,205.1300,211.6719
12.2500,26,205.1300,210.2014
12.2550,26,205.1300,208.7143
12.2600,26,230.7700,207.1809
12.2650,26,205.1300,205.6000
12.2700,26,179.4900,204.0309
12.2750,26,205.1300,202.5279
12.2800,26,205.1300,201.0755
12.2850,26,205.1300,199.6195
12.2900,26,205.1300,198.1306
12.2950,26,179.4900,196.6188
12.3000,26,205.1300,195.1002
12.3050,26,205.1300,193.5800
12.3100,26,179.4900,192.0834
12.3150,26,179.4900,190.6552
12.3200,26,205.1300,189.3097
12.3250,26,179.4900,188.0293
12.3300,26,179.4900,186.7937
12.3350,26,205.1300,185.5774
12.3400,26,179.4900,184.3616
12.3450,26,179.4900,183.1633
12.3500,26,179.4900,182.0148
12.3550,26,179.4900,180.9271
12.3600,26,179.4900,179.8859
12.3650,26,179.4900,178.8617
12.3700,26,179.4900,177.8214
12.3750,26,179.4900,176.7381
12.3800,26,179.4900,175.6017
12.3850,26,179.4900,174.4305
12.3900,26,153.8500,173.2657
12.3950,26,179.4900,172.1348
12.4000,26,179.4900,171.0312
12.4050,26,153.8500,169.9415
12.4100,26,179.4900,168.8566
12.4150,26,179.4900,167.7670
12.4200,26,153.8500,166.6892
12.4250,26,153.8500,165.6612
12.4300,26,179.4900,164.6881
12.4350,26,153.8500,163.7366
12.4400,26,179.4900,162.7770
12.4450,26,153.8500,161.8092
12.4500,26,153.8500,160.8564
12.4550,26,153.8500,159.9258
12.4600,26,179.4900,158.9864
12.4650,26,153.8500,158.0107
12.4700,26,153.8500,157.0162
12.4750,26,153.8500,156.0434
12.4800,26,153.8500,155.1167
12.4850,26,153.8500,154.2385
12.4900,26,153.8500,153.3979
12.4950,26,153.8500,152.5801
12.5000,26,153.8500,151.7747
12.5050,26,153.8500,150.9839
12.5100,26,153.8500,150.2309
12.5150,26,128.2100,149.5512
12.5200,26,153.8500,148.9520
12.5250,26,153.8500,148.3867
12.5300,26,153.8500,147.7930
12.5350,26,153.8500,147.1480
12.5400,26,128.2100,146.4734
12.5450,26,153.8500,145.7945
12.5500,26,153.8500,145.1137
12.5550,26,128.2100,144.4340
12.5600,26,153.8500,143.7657
12.5650,26,153.8500,143.1169
12.5700,26,128.2100,142.5167
12.5750,26,128.2100,142.0050
12.5800,26,153.8500,141.5741
12.5850,26,153.8500,141.1739
12.5900,26,128.2100,140.7807
12.5950,26,128.2100,140.4019
12.6000,26,153.8500,140.0148
12.6050,26,153.8500,139.5710
12.6100,26,128.2100,139.0648
12.6150,26,128.2100,138.5376
12.6200,26,153.8500,138.0186
12.6250,26,128.2100,137.5136
12.6300,26,128.2100,137.0264
12.6350,26,153.8500,136.5478
12.6400,26,128.2100,136.0603
12.6450,26,128.2100,135.5594
12.6500,26,153.8500,135.0422
12.6550,26,128.2100,134.5128
12.6600,26,128.2100,134.0030
12.6650,26,128.2100,133.5459
12.6700,26,128.2100,133.1320
12.6750,26,153.8500,132.7141
12.6800,26,128.2100,132.2600
12.6850,26,128.2100,131.7889
12.6900,26,128.2100,131.3441
12.6950,26,128.2100,130.9487
12.7000,26,128.2100,130.5943
12.7050,26,128.2100,130.2443
12.7100,26,153.8500,129.8545
12.7150,26,102.5600,129.4087
12.7200,26,153.8500,128.9230
12.7250,26,102.5600,128.4174
12.7300,26,153.8500,127.9049
12.7350,26,102.5600,127.3964
12.7400,26,153.8500,126.9059
12.7450,26,102.5600,126.4554
12.7500,26,128.2100,126.0634
12.7550,26,128.2100,125.7178
12.7600,26,128.2100,125.3790
12.7650,26,128.2100,125.0167
12.7700,26,128.2100,124.6289
12.7750,26,128.2100,124.2461
12.7800,26,102.5600,123.9185
12.7850,26,128.2100,123.6714
12.7900,26,128.2100,123.4762
12.7950,26,128.2100,123.2852
12.8000,26,128.2100,123.0820
12.8050,26,102.5600,122.8839
12.8100,26,128.2100,122.6950
12.8150,26,128.2100,122.4764
12.8200,26,128.2100,122.1802
12.8250,26,128.2100,121.8004
12.8300,26,102.5600,121.3762
12.8350,26,128.2100,120.9467
12.8400,26,128.2100,120.5231
12.8450,26,102.5600,120.1092
12.8500,26,128.2100,119.7051
12.8550,26,128.2100,119.2958
12.8600,26,102.5600,118.8713
12.8650,26,128.2100,118.4305
12.8700,26,128.2100,117.9698
12.8750,26,102.5600,117.5033
12.8800,26,128.2100,117.0675
12.8850,26,102.5600,116.6936
12.8900,26,128.2100,116.3956
12.8950,26,102.5600,116.1739
12.9000,26,128.2100,116.0184
12.9050,26,102.5600,115.9107
12.9100,26,128.2100,115.8258
12.9150,26,102.5600,115.7332
12.9200,26,128.2100,115.5982
12.9250,26,128.2100,115.3986
12.9300,26,102.5600,115.1592
12.9350,26,102.5600,114.9369
12.9400,26,128.2100,114.7585
12.9450,26,102.5600,114.6066
12.9500,26,128.2100,114.4542
12.9550,26,102.5600,114.2819
12.9600,26,128.2100,114.0796
12.9650,26,102.5600,113.8488
12.9700,26,128.2100,113.6040
12.9750,26,102.5600,113.3753
12.9800,26,102.5600,113.1947
12.9850,26,128.2100,113.0656
12.9900,26,102.5600,112.9647
12.9950,26,128.2100,112.8759
13.0000,26,102.5600,112.8075
13.0050,26,102.5600,112.7766
13.0100,26,128.2100,112.7778
13.0150,26,102.5600,112.7832
13.0200,26,128.2100,112.7753
13.0250,26,102.5600,112.7626
13.0300,26,102.5600,112.7638
13.0350,26,128.2100,112.7755
13.0400,26,102.5600,112.7724
13.0450,26,128.2100,112.7391
13.0500,26,102.5600,112.6869
13.0550,26,102.5600,112.6376
13.0600,26,128.2100,112.5918
13.0650,26,102.5600,112.5292
13.0700,26,128.2100,112.4417
13.0750,26,102.5600,112.3499
13.0800,26,102.5600,112.2880
13.0850,26,128.2100,112.2723
13.0900,26,102.5600,112.3015
13.0950,26,102.5600,112.3731
13.1000,26,128.2100,112.4672
13.1050,26,102.5600,112.5456
13.1100,26,128.2100,112.5833
13.1150,26,102.5600,112.5842
13.1200,26,102.5600,112.5644
13.1250,26,128.2100,112.5199
13.1300,26,102.5600,112.4269
13.1350,26,128.2100,112.2745
13.1400,26,102.5600,112.0817
13.1450,26,102.5600,111.8831
13.1500,26,128.2100,111.6980
13.1550,26,102.5600,111.5327
13.1600,26,102.5600,111.3979
13.1650,26,128.2100,111.2948
13.1700,26,102.5600,111.2161
13.1750,26,102.5600,111.1631
13.1800,26,128.2100,111.1309
13.1850,26,102.5600,111.1082
13.1900,26,102.5600,111.0944
13.1950,26,128.2100,111.0834
13.2000,26,102.5600,111.0640
13.2050,26,102.5600,111.0359
13.2100,26,128.2100,110.9941
13.2150,26,102.5600,110.9288
13.2200,26,102.5600,110.8425
13.2250,26,128.2100,110.7340
13.2300,26,102.5600,110.5998
13.2350,26,102.5600,110.4510
13.2400,26,128.2100,110.2982
13.2450,26,102.5600,110.1537
13.2500,26,102.5600,110.0485
13.2550,26,102.5600,110.0016
13.2600,26,128.2100,109.9884
13.2650,26,102.5600,109.9739
13.2700,26,102.5600,109.9454
13.2750,26,128.2100,109.8958
13.2800,26,102.5600,109.8250
13.2850,26,102.5600,109.7556
13.2900,26,102.5600,109.7017
13.2950,26,128.2100,109.6373
13.3000,26,102.5600,109.5290
13.3050,26,102.5600,109.3692
13.3100,26,128.2100,109.1611
13.3150,26,102.5600,108.9203
13.3200,26,102.5600,108.6930
13.3250,26,102.5600,108.5258
13.3300,26,102.5600,108.4193
13.3350,26,128.2100,108.3300
13.3400,26,102.5600,108.2200
13.3450,26,102.5600,108.0900
13.3500,26,102.5600,107.9485
13.3550,26,128.2100,107.7806
13.3600,26,102.5600,107.5820
13.3650,26,102.5600,107.3927
13.3700,26,102.5600,107.2666
13.3750,26,102.5600,107.2248
13.3800,26,102.5600,107.2407
13.3850,26,128.2100,107.2565
13.3900,26,102.5600,107.2320
13.3950,26,102.5600,107.1765
13.4000,26,102.5600,107.1171
13.4050,26,102.5600,107.0506
13.4100,26,128.2100,106.9440
13.4150,26,102.5600,106.7842
13.4200,26,102.5600,106.6104
13.4250,26,102.5600,106.4846
13.4300,26,102.5600,106.4434
13.4350,26,102.5600,106.4837
13.4400,26,102.5600,106.5630
13.4450,26,128.2100,106.6150
13.4500,26,102.5600,106.5981
13.4550,26,102.5600,106.5267
13.4600,26,102.5600,106.4396
13.4650,26,102.5600,106.3518
13.4700,26,102.5600,106.2393
13.4750,26,128.2100,106.0562
13.4800,26,102.5600,105.7845
13.4850,26,102.5600,105.4681
13.4900,26,102.5600,105.1834
13.4950,26,102.5600,104.9933
13.5000,26,102.5600,104.9341
13.5050,26,102.5600,105.0166
13.5100,26,102.5600,105.2274
13.5150,26,102.5600,105.5274
13.5200,26,102.5600,105.8504
13.5250,26,128.2100,106.1163
13.5300,26,102.5600,106.2766
13.5350,26,102.5600,106.3446
13.5400,26,102.5600,106.3609
13.5450,26,102.5600,106.3446
13.5500,26,102.5600,106.2766
13.5550,26,128.2100,106.1162
13.5600,26,102.5600,105.8503
13.5650,26,102.5600,105.5272
13.5700,26,102.5600,105.2271
13.5750,26,102.5600,105.0162
13.5800,26,102.5600,104.9334
13.5850,26,102.5600,104.9924
13.5900,26,102.5600,105.1821
13.5950,26,102.5600,105.4666
13.6000,26,102.5600,105.7827
13.6050,26,128.2100,106.0542
13.6100,26,102.5600,106.2372
13.6150,26,102.5600,106.3498
13.6200,26,102.5600,106.4381
13.6250,26,102.5600,106.5261
13.6300,26,102.5600,106.5991
13.6350,26,128.2100,106.6183
13.6400,26,102.5600,106.5693
13.6450,26,102.5600,106.4941
13.6500,26,102.5600,106.4588
13.6550,26,102.5600,106.5058
13.6600,26,102.5600,106.6381
13.6650,26,102.5600,106.8184
13.6700,26,128.2100,106.9844
13.6750,26,102.5600,107.0952
13.6800,26,102.5600,107.1629
13.6850,26,102.5600,107.2184
13.6900,26,102.5600,107.2625
13.6950,26,128.2100,107.2655
13.7000,26,102.5600,107.2150
13.7050,26,102.5600,107.1482
13.7100,26,102.5600,107.1203
13.7150,26,102.5600,107.1560
13.7200,26,102.5600,107.2340
13.7250,26,128.2100,107.3026
13.7300,26,102.5600,107.3276
13.7350,26,102.5600,107.3242
13.7400,26,102.5600,107.3242
13.7450,26,102.5600,107.3276
13.7500,26,128.2100,107.3025
13.7550,26,102.5600,107.2339
13.7600,26,102.5600,107.1558
13.7650,26,102.5600,107.1201
13.7700,26,102.5600,107.1480
13.7750,26,102.5600,107.2147
13.7800,26,128.2100,107.2651
13.7850,26,102.5600,107.2620
13.7900,26,102.5600,107.2178
13.7950,26,102.5600,107.1622
13.8000,26,102.5600,107.0946
13.8050,26,128.2100,106.9838
13.8100,26,102.5600,106.8181
13.8150,26,102.5600,106.6381
13.8200,26,102.5600,106.5063
13.8250,26,102.5600,106.4601
13.8300,26,102.5600,106.4965
13.8350,26,102.5600,106.5730
13.8400,26,128.2100,106.6236
13.8450,26,102.5600,106.6063
13.8500,26,102.5600,106.5354
13.8550,26,102.5600,106.4493
13.8600,26,102.5600,106.3627
13.8650,26,102.5600,106.2511
13.8700,26,128.2100,106.0680
13.8750,26,102.5600,105.7945
13.8800,26,102.5600,105.4738
13.8850,26,102.5600,105.1815
13.8900,26,102.5600,104.9794
13.8950,26,102.5600,104.9028
13.9000,26,102.5600,104.9619
13.9050,26,102.5600,105.1429
13.9100,26,102.5600,105.4068
13.9150,26,102.5600,105.6884
13.9200,26,128.2100,105.9100
13.9250,26,102.5600,106.0272
13.9300,26,102.5600,106.0589
13.9350,26,102.5600,106.0546
13.9400,26,102.5600,106.0445
13.9450,26,102.5600,106.0237
13.9500,26,102.5600,105.9525
13.9550,26,128.2100,105.7726
13.9600,26,102.5600,105.4566
13.9650,26,102.5600,105.0423
13.9700,26,102.5600,104.6033
13.9750,26,102.5600,104.2047
13.9800,26,102.5600,103.8906
13.9850,26,102.5600,103.6882
13.9900,26,102.5600,103.6107
13.9950,26,102.5600,103.6595
14.0000,26,102.5600,103.8245
14.0050,26,102.5600,104.0843
14.0100,26,102.5600,104.4040
14.0150,26,102.5600,104.7332
14.0200,26,102.5600,105.0028
14.0250,26,128.2100,105.1385
14.0300,26,102.5600,105.1064
14.0350,26,102.5600,104.9442
14.0400,26,102.5600,104.7295
14.0450,26,102.5600,104.5319
14.0500,26,102.5600,104.3995
14.0550,26,102.5600,104.3599
14.0600,26,102.5600,104.4218
14.0650,26,102.5600,104.5753
14.0700,26,102.5600,104.7915
14.0750,26,102.5600,105.0206
14.0800,26,102.5600,105.1904
14.0850,26,128.2100,105.2205
14.0900,26,102.5600,105.0689
14.0950,26,102.5600,104.7650
14.1000,26,102.5600,104.3780
14.1050,26,102.5600,103.9713
14.1100,26,102.5600,103.5904
14.1150,26,102.5600,103.2664
14.1200,26,102.5600,103.0197
14.1250,26,102.5600,102.8630
14.1300,26,102.5600,102.8044
14.1350,26,102.5600,102.8480
14.1400,26,102.5600,102.9951
14.1450,26,102.5600,103.2437
14.1500,26,102.5600,103.5867
14.1550,26,102.5600,104.0098
14.1600,26,102.5600,104.4879
14.1650,26,102.5600,104.9811
14.1700,26,102.5600,105.4298
14.1750,26,128.2100,105.7668
14.1800,26,102.5600,105.9606
14.1850,26,102.5600,106.0455
14.1900,26,102.5600,106.0862
14.1950,26,102.5600,106.1289
14.2000,26,102.5600,106.1842
14.2050,26,102.5600,106.2268
14.2100,26,128.2100,106.2111
14.2150,26,102.5600,106.1196
14.2200,26,102.5600,105.9948
14.2250,26,102.5600,105.9085
14.2300,26,102.5600,105.9137
14.2350,26,102.5600,106.0292
14.2400,26,102.5600,106.2396
14.2450,26,102.5600,106.4940
14.2500,26,128.2100,106.7206
14.2550,26,102.5600,106.8724
14.2600,26,102.5600,106.9579
14.2650,26,102.5600,107.0070
14.2700,26,102.5600,107.0216
14.2750,26,128.2100,106.9753
14.2800,26,102.5600,106.8614
14.2850,26,102.5600,106.7263
14.2900,26,102.5600,106.6372
14.2950,26,102.5600,106.6359
14.3000,26,102.5600,106.7221
14.3050,26,102.5600,106.8546
14.3100,26,128.2100,106.9658
14.3150,26,102.5600,107.0098
14.3200,26,102.5600,106.9934
14.3250,26,102.5600,106.9434
14.3300,26,102.5600,106.8583
14.3350,26,128.2100,106.7088
14.3400,26,102.5600,106.4873
14.3450,26,102.5600,106.2416
14.3500,26,102.5600,106.0444
14.3550,26,102.5600,105.9474
14.3600,26,102.5600,105.9669
14.3650,26,102.5600,106.0842
14.3700,26,102.5600,106.2461
14.3750,26,128.2100,106.3796
14.3800,26,102.5600,106.4396
14.3850,26,102.5600,106.4394
14.3900,26,102.5600,106.4183
14.3950,26,102.5600,106.3927
14.4000,26,102.5600,106.3401
14.4050,26,128.2100,106.2161
14.4100,26,102.5600,106.0026
14.4150,26,102.5600,105.7424
14.4200,26,102.5600,105.5081
14.4250,26,102.5600,105.3565
14.4300,26,102.5600,105.3143
14.4350,26,102.5600,105.3794
14.4400,26,102.5600,105.5214
14.4450,26,102.5600,105.6814
14.4500,26,128.2100,105.7864
14.4550,26,102.5600,105.7971
14.4600,26,102.5600,105.7389
14.4650,26,102.5600,105.6694
14.4700,26,102.5600,105.6304
14.4750,26,102.5600,105.6325
14.4800,26,102.5600,105.6549
14.4850,26,102.5600,105.6459
14.4900,26,128.2100,105.5391
14.4950,26,102.5600,105.3017
14.5000,26,102.5600,104.9688
14.5050,26,102.5600,104.6126
14.5100,26,102.5600,104.2974
14.5150,26,102.5600,104.0666
14.5200,26,102.5600,103.9459
14.5250,26,102.5600,103.9451
14.5300,26,102.5600,104.0594
14.5350,26,102.5600,104.2696
14.5400,26,102.5600,104.5409
14.5450,26,102.5600,104.8210
14.5500,26,102.5600,105.0376
14.5550,26,128.2100,105.1121
14.5600,26,102.5600,105.0063
14.5650,26,102.5600,104.7538
14.5700,26,102.5600,104.4291
14.5750,26,102.5600,104.1010
